Calf_ID,Diet,Sampling_date,Antibiotic_bef_aft,Ruminococcaceae UCG-005,Lachnospiraceae,Bacteroides,Blautia,Alloprevotella,Muribaculaceae uncultured bacterium,Rikenellaceae RC9 Gut group,Clostridium sensu stricto 1,Romboutsia,Prevotella 2,Eubacterium coprostanoligenes group,Christensenellaceae R 7 group,Ruminococcaceae UCG-014,Fusobacterium,Uncultured Porphyromonadaceae bacterium,Faecalibacterium,Mollicutes RF39,Ruminococcaceae UCG-010,Prevotellaceae UCG-003,Lachnospiraceae UCG-010,Ruminococcus gauvreauii group,Bifidobacterium,Tyzzerella 4,Paeniclostridium,Roseburia,Turicibacter,Streptococcus,Mollicutes RF39 uncultured bacterium,Pseudomonas,Ruminococcaceae UCG-013,Sharpea,Akkermansia,Terrisporobacter,Peptococcaceae uncultured,Subdoligranulum,Phascolarctobacterium,Sutterella,Prevotella 9,Ruminiclostridium 9,Prevotellaceae NK3B31 group,Ruminococcaceae,Ruminococcus 1,Olsenella,Odoribacter,Oscillibacter,Ruminococcus torques group,Alistipes,Family XIII AD3011 group,Parabacteroides,Lachnospiraceae NK4A136 group,Prevotellaceae GA6A1 group,Ruminococcaceae uncultured,Desulfovibrio,Erysipelotrichaceae uncultured,Agathobacter,Anaerovibrio,Lachnospiraceae AC2044 group,Holdemanella,Prevotella 1,Ruminococcaceae UCG-002,Peptoclostridium,Succinivibrio,Lachnospiraceae uncultured,Lachnospiraceae NK3A20 group,Clostridioides,Erysipelotrichaceae UCG-003,Ruminococcaceae NK4A214 group,Megamonas,Mollicutes RF39 uncultured rumen bacterium,Uncultured Lachnospiraceae bacterium,Catenibacterium,Clostridiales vadinbb60 group uncultured bacterium,Eubacterium nodatum group,Prevotellaceae uncultured,Muribaculaceae gut metagenome,Treponema 2,Lachnospiraceae GCA 900066575,Anaerostipes,Lachnoclostridium,Faecalitalea,Uncultured Erysipelotrichaceae bacterium,Lachnospiraceae UCG-001,Acetitomaculum,Ruminococcaceae UCG-009,Lactococcus,Lachnospiraceae UCG-004,Fournierella,Coprococcus 3,Peptococcus,Lachnoclostridium 10,Muribaculaceae uncultured organism,Bacteroidales,Intestinimonas,Escherichia-Shigella,Ruminococcus 2,Enterobacteriaceae,Uncultured Bacteroidales bacterium,Dorea,Erysipelotrichaceae UCG-004,Marvinbryantia,Tyzzerella,Candidatus Stoquefichus,Ruminiclostridium 6,Erysipelotrichaceae UCG-002,Megasphaera,Butyricicoccus,Others
167,HA,5/10/2017,befAb,849,1293,202,299,145,882.0000004,187,25.99999998,35.00000002,308,257,240,442,11.99999997,211,170,75.99999999,221,17.00000002,68.99999998,61.99999998,0,25,21.00000001,28.99999999,18.99999998,38.00000004,72.99999997,10.99999999,72.99999997,18.99999998,0,0,18.99999998,0,32.99999998,32.00000001,35.00000002,21.99999999,39.00000001,43.99999998,14.00000001,33.99999996,17.00000002,28.99999999,0,0,31.00000003,63.00000004,0,4.999999967,6.000000028,0,14.99999998,75.99999999,29.99999997,20.00000004,17.00000002,79.99999998,0,9.000000042,13.00000003,18.99999998,0,6.000000028,0,25,0,67.00000003,6.000000028,0,21.00000001,31.00000003,21.99999999,0,196,0,9.000000042,0,0,40.99999996,78.00000002,97,0,15.99999996,32.99999998,27.00000004,21.00000001,7.999999981,28.99999999,0,0,0,0,14.00000001,14.99999998,0,11.99999997,15.99999996,18.99999998,0,0,6.000000028,10.00000002,0,0,687
169,HA,5/10/2017,befAb,699.9999999,526.9999999,208.9999999,2732,173,731.0000001,149,191.0000001,243.0000001,2303,310,28.99999996,355.9999999,403,1119,1727,35.99999993,0,289.9999999,0,453.0000001,1279,135.0000001,103.9999999,538.9999999,40.00000011,18.0000001,25.9999999,22,10.00000003,3572.000001,5.000000013,13.99999992,6.000000129,1468,150.9999999,60.99999999,904,55.99999998,321.0000001,45.99999995,0,221.0000001,30.99999991,0,416.0000001,8.999999911,5.000000013,52.99999991,64.00000006,59.00000004,55.99999998,33.99999998,57.99999993,0,233.9999999,0,266,79.99999993,0,262.9999999,340.9999999,72.00000013,0,30.00000008,213.0000001,15.00000004,384.0000001,0,0,222,0,59.99999988,66.00000001,0,0,66.00000001,228.0000001,198,0,0,0,35.99999993,0,18.99999994,50.00000013,8.000000078,3.999999898,159.9999999,0,0,0,20.99999989,28.00000013,0,28.99999996,0,115,0,18.0000001,101.9999999,0,0,382.0000001,818,44,1235
172,HA,5/10/2017,befAb,2093.000001,1741,251,399,112,209,271,66.99999996,92.99999997,177.0000001,341,278,526,5.99999996,482,70,189.9999999,183,56.00000002,118,108,0,102,79.99999997,18.99999996,38.00000003,17.00000001,112,13.99999998,29.00000004,17.99999999,3.000000034,0,53.99999996,0,49.99999995,0,4.000000009,51.00000004,14.99999995,123,47.00000003,111,5.99999996,52.00000001,13.99999998,3.000000034,36.99999995,3.000000034,60.00000003,0,0,38.00000003,20.00000005,65.99999999,0,73.00000003,23.99999995,23.99999995,0,0,8.999999994,8.000000018,4.000000009,29.00000004,0,20.00000005,0,150,0,0,17.00000001,55.00000004,0,0,4.999999985,17.00000001,8.999999994,31.99999997,30.99999999,0,57,169,17.99999999,22,0,30.99999999,46.00000005,0,26.00000001,13,0,0,0,30.00000001,0,0,0,3.000000034,56.00000002,0,39.99999998,0,11.00000005,18.99999996,0,709
175,HA,5/10/2017,befAb,1561,1508,874,786,452,345.9999999,899,61.00000001,41.99999997,479,400,465,264,6.000000034,911,340,177,110,275.9999999,183,120,4.999999961,183,28.00000002,127,13.00000001,13.00000001,80.00000005,15.00000002,89.99999997,4.000000023,11.99999993,0,35.99999993,6.000000034,48.99999994,74.99999995,21.99999999,93.00000006,48.99999994,37.99999995,39.00000002,47.00000007,59,43.99999998,17.99999997,0,78.99999998,85.00000001,30.00000004,4.000000023,4.000000023,19.00000004,131.9999999,110,21.00000005,69.00000006,76.00000003,45.99999999,0,0,0,21.99999999,0,8.999999984,30.99999997,17.99999997,0,96.00000001,56.99999999,11.99999993,0,23.00000006,45.99999999,0,11,15.00000002,0,67.00000004,2.999999949,89.99999997,37.00000001,24,10.00000006,8.000000046,114,56.00000005,83,61.00000001,17.00000003,41.00000003,0,24.99999994,4.999999961,0,0,0,26.99999995,10.00000006,15.99999996,8.000000046,54.99999998,10.00000006,0,0,0,408
179,HA,5/10/2017,befAb,1721,3895.999999,224.0000001,1478,517.0000001,1055,293,647,603.9999999,343.9999999,804.9999999,493,540,13.00000004,89.00000005,443,105,275,175.9999999,276,613,2.999999955,135,278,331.0000001,151,16.99999997,97.99999991,16.99999997,186,129.9999999,3.99999994,106,98.99999989,86.00000009,128.9999999,14.00000002,0,11.00000007,87.00000008,139,85.00000011,180.0000001,27.00000006,61.00000001,178.0000001,16.99999997,150.0000001,72.00000007,183,0,10.00000008,34.99999993,1188,213,31.99999998,301.0000001,286.0000001,44.00000003,0,14.00000002,33.99999995,12.00000005,6.999999894,68.99999988,21.9999999,46,18.99999994,0,20.99999991,128.9999999,2.999999955,48.99999995,5.999999909,0,29.00000003,218,5.999999909,103.0000001,0,44.00000003,39.00000011,91.00000002,15.99999999,31.99999998,47.99999997,62.99999998,138,0,18.99999994,48.99999995,0,0,0,61.99999999,18.99999994,0,1.99999997,37.99999989,61.99999999,1.99999997,55.0000001,0,20.99999991,18.99999994,15.00000001,1852
181,HA,5/10/2017,befAb,1774,5599.000001,1331,515.0000001,330,664,884,57.00000006,88.00000007,585.0000001,657,371.9999999,606.9999999,12.99999992,372.9999999,41.99999994,260,326,370,225,194,0,97.00000001,23.00000006,832.9999999,12.99999992,0,155.0000001,25.00000005,89.00000006,64.00000001,12.99999992,9.999999937,103,0,98.00000001,90.00000006,0,234,95.00000002,33.99999999,20.00000008,29.00000003,78.99999992,114.9999999,0,17.0000001,36.99999997,58.00000005,66,0,12.99999992,99.99999999,9.999999937,23.00000006,165,293,4.999999968,45.99999992,68.99999998,0,88.00000007,10.99999993,11.99999992,17.0000001,0,87.00000008,0,343.9999999,0,0,41.99999994,38.99999996,6.999999956,1.999999987,4.999999968,0,0,0,5.999999962,47.99999991,18.00000009,94.00000003,0,25.00000005,39.99999996,0,36.99999997,17.0000001,122.0000001,7.999999949,0,7.999999949,0,0,0,0,63.00000002,17.0000001,50.0000001,46.99999991,17.0000001,11.99999992,0,29.00000003,15.9999999,1127
6,LA,5/10/2017,befAb,38,55.99999997,55.99999997,17.99999997,0,5.999999971,0,1193,535,0,73.00000001,0,26.99999999,2268,0,0,0,0,0,0,52.99999999,0,22.00000002,321,5.999999971,483,5.999999971,26,9.000000018,0,10.00000001,0,150,0,0,0,96.00000002,0,0,0,0,0,81.99999997,0,0,0,0,0,0,0,0,0,0,2.999999985,0,0,0,0,0,0,0,0,0,0,110,0,0,3.99999998,0,0,0,0,11.00000001,0,0,0,0,0,0,5.999999971,0,0,29.99999998,0,11.00000001,0,16.99999998,0,0,0,0,0,0,0,10.00000001,0,0,0,0,0,0,17.99999997,0,0,11.00000001,0,421
9,LA,5/10/2017,befAb,2305,1609,1699,55.99999997,5.000000044,84.99999998,834,55.99999997,0,0,167,127,185,11.00000001,0,8.999999947,83.00000003,235,41.99999997,179,47.00000002,9.999999978,148.0000001,16.00000005,86.00000001,0,0,45.99999999,16.99999997,105,8.000000027,639,0,84.99999998,0,36.00000001,26.99999995,0,23.00000005,4.000000013,54.00000001,0,37.00000004,58.00000003,51.99999995,0,1101,18,0,30.99999997,0,41.99999997,0,0,58.00000003,0,30.99999997,0,0,0,0,0,0,0,0,0,19.00000004,0,0,0,0,16.00000005,26.00000003,0,0,0,0,0,0,2.999999982,0,0,23.99999997,19.00000004,12.99999996,0,0,0,0,32,0,0,0,0,19.99999996,0,0,15.00000002,9.999999978,12.00000004,0,8.000000027,0,22.00000002,2.999999982,9.999999978,283
10,LA,5/10/2017,befAb,2694,3080.000001,1172,908.9999999,136,590,93.99999999,52.00000001,75.00000006,90.99999997,339.0000001,324,560.9999999,6.00000004,83.99999998,24.99999997,379,136,47.00000007,385,136.9999999,31.99999997,275,30.00000005,25.99999993,18.99999993,0,268.9999999,11.99999993,93.99999999,107,16.00000006,0,79.00000004,0,59,0,0,113.0000001,17.99999997,27.99999999,27.00000003,55.00000003,44.00000005,66,0,58.00000005,45.00000001,76.00000002,0,4.999999937,9.000000059,0,21.99999995,96.00000006,31.00000001,49.99999994,6.00000004,30.00000005,97.00000001,0,7.999999956,23.00000006,40.00000007,0,0,68.00000006,0,17.00000002,0,0,10.99999998,28.99999995,0,0,31.00000001,0,0,0,0,0,0,52.99999996,31.00000001,13.00000004,0,0,0,0,27.99999999,34.99999999,47.00000007,0,0,10.00000002,0,0,75.00000006,6.999999998,153,0,20.00000004,0,0,18.99999993,0,519
13,LA,5/10/2017,befAb,2295.999999,3780,1998,421.0000001,303,552.0000001,783.9999999,108.0000001,328.9999999,531,1279,456.0000001,442.9999999,12.99999995,1041,11.00000004,194.0000001,376,542.0000001,163.0000001,151,0,94.99999992,142.9999999,197.9999999,33.99999998,18.00000005,332.0000001,28.00000003,97.00000004,31,7.000000007,50.99999996,182,7.000000007,90.00000003,77.00000007,0,80.9999999,59.00000003,60.99999994,18.00000005,91.00000009,81.99999996,138,7.000000007,52.00000002,63.99999992,66.00000003,0,7.000000007,22.00000008,9.999999981,12.0000001,53.00000008,36.99999995,101.9999999,9.999999981,42.00000004,23.99999999,0,0,15.99999993,14.00000001,39.00000007,12.99999995,35.00000003,0,111.9999999,0,0,32.00000006,49.00000005,14.00000001,39.99999992,91.00000009,15.99999993,0,0,9.999999981,19.99999996,84.00000008,78.99999999,12.99999995,29.00000009,46.00000007,31,98.00000009,5.999999948,46.99999993,0,0,14.00000001,12.99999995,0,19.99999996,2.999999974,50.99999996,25.00000005,40.99999998,0,8.999999922,9.999999981,36.99999995,0,12.0000001,738.0000001
17,LA,5/10/2017,befAb,4101,1397.000001,2541,173,0,19,13.99999995,137,47.99999999,0,35,126,48.99999995,213,0,10.99999995,76.00000001,164.0000001,0,173,38.00000001,3.999999971,98.99999999,66.99999999,157,31.99999999,12.99999999,75.00000005,22.00000001,0,16.99999996,0,0,35.99999996,0,19,91.00000004,0,53.00000004,0,28.99999999,0,203,0,31.99999999,12.00000003,0,10.99999995,66.99999999,0,6.999999977,28.00000002,0,6.999999977,15.00000003,0,0,9.000000019,0,16.99999996,0,0,0,0,35.99999996,6.000000013,32.99999996,0,0,0,0,0,24.00000005,0,0,0,0,0,0,35,0,0,18.00000004,0,10.99999995,25.00000002,6.999999977,12.99999999,0,44.99999998,0,0,0,0,10.99999995,0,0,5.000000048,110,31.99999999,9.999999984,15.00000003,0,0,0,18.00000004,422
21,LA,5/10/2017,befAb,645,1088,527,133,30.00000002,124,315,66.99999999,77.99999997,149,277,109,380,4.000000031,215,20.99999999,1097,138,185,59,20.99999999,0,0,17.00000003,9.000000034,7.000000019,0,101,5.999999976,36,10.99999998,12.00000002,15.99999998,38.99999998,0,33.00000001,32.00000004,0,54.99999997,36,12.99999999,9.000000034,38.99999998,15.00000001,22.00000003,0,38.99999998,23.99999997,12.99999999,0,0,7.999999991,0,0,18.99999997,35.00000002,12.99999999,2.999999988,15.00000001,0,0,0,0,0,10.99999998,4.000000031,15.99999998,0,2.999999988,0,0,10.00000001,12.99999999,0,38.00000001,5.000000003,0,0,0,0,2.000000015,53.99999999,10.00000001,0,4.000000031,18,35.00000002,36.99999997,0,0,0,0,0,0,0,10.00000001,0,13.99999997,12.00000002,12.00000002,5.999999976,0,7.000000019,15.99999998,10.00000001,7.999999991,370
160,LA,5/10/2017,befAb,2966,2690.999999,1213,360.0000001,382.0000001,482.9999999,1522,213.9999999,123.9999999,738,1258,1081,887.9999999,16.99999994,655,40.99999993,815.9999999,752.0000001,420,151,55.9999999,9.000000026,132.0000001,66.00000003,745,27.00000008,18.99999992,224.9999999,491.9999999,150.0000001,0,7.999999917,14.99999996,75.00000006,16.99999994,68.00000001,267,0,90.99999989,86.99999994,46,371.0000001,22.99999988,117.0000001,112,0,18.00000005,22.99999988,154.0000001,373.9999999,9.999999897,33.00000002,0,44.00000002,51.00000007,36.99999998,127,12.99999998,180,7.999999917,0,29.99999993,0,0,23.99999999,0,25.99999997,0,353,3.999999959,7.000000047,131,42.00000004,40.00000006,7.000000047,7.999999917,0,0,0,12.99999998,314.0000001,107,27.99999995,0,25.0000001,66.9999999,27.99999995,92,0,204,0,0,20.9999999,0,0,14.99999996,0,71.0000001,82.00000011,40.00000006,0,38.00000008,71.0000001,0,3.999999959,9.999999897,887.9999999
164,LA,5/10/2017,befAb,23.00000002,6.999999972,0,23.00000002,0,17.00000005,3.999999984,3415,2727,4.99999998,45.00000005,22.00000003,79.00000003,931,0,0,19.00000004,0,0,0,75.00000005,3.999999984,0,255,0,435,89.99999998,15.00000006,17.00000005,0,334,0,504.0000001,0,0,0,6.999999972,0,0,0,0,0,266,0,0,0,0,4.99999998,1.999999992,0,0,0,10.99999996,0,0,0,0,0,0,0,0,28,0,44.00000005,97.99999995,0,10.99999996,0,0,0,0,0,32.99999998,0,0,0,0,0,0,1.999999992,0,0,170,0,19.00000004,0,0,0,0,0,0,0,0,94.99999996,32.99999998,29,0,0,1.999999992,0,0,0,0,639,90.99999998,0,1042
166,LA,5/10/2017,befAb,3154,4038.999999,1563,917.0000001,426.9999999,229,114,207.0000001,191,1033,214,281,220.0000001,0,10.99999997,361.9999999,193,193,200,492,29.00000006,20.99999993,500.0000001,64.00000001,1209,54.00000005,13.00000001,243,19.99999991,18.00000009,31.9999999,0,35.99999997,120.9999999,19.99999991,105.0000001,120.0000001,34.99999995,172.9999999,24.99999999,84.99999994,0,183.0000001,16.00000005,64.00000001,38,18.00000009,27.00000003,58.99999993,0,0,44.0000001,0,24.99999999,197.9999999,104,28.00000004,227,60.99999996,8.999999941,0,48.99999997,21.99999995,0,24.99999999,158.0000001,66.00000004,0,207.0000001,0,0,22.99999996,46.99999994,5.000000081,0,0,28.00000004,0,0,0,66.00000004,132.0000001,82.99999991,0,17.00000007,0,54.00000005,114,0,19.0000001,0,0,0,0,0,16.00000005,0,68.00000008,19.0000001,17.00000007,0,54.00000005,0,48.99999997,14.00000002,16.00000005,1085
168,LA,5/10/2017,befAb,2004,1044,232,197,92,696,154,153,254,200,242,338,196,2.99999997,315,11.00000002,320,203,118,57.00000002,29.00000004,11.00000002,71.99999997,211,130,85,0,126,9.999999966,98.00000004,6.000000039,0,23,46.99999996,0,38.00000005,13.99999999,0,43.99999999,34.99999998,0,23.99999996,16,11.99999998,43.99999999,0,22.00000004,25.00000001,32.00000001,118,4.000000026,167,55.99999997,16,0,23.99999996,59.00000003,0,36.99999999,82.99999999,0,6.000000039,27.99999998,20.00000003,46,0,41.00000002,0,187,6.000000039,0,16.99999996,16.99999996,0,4.000000026,148,0,0,0,6.999999996,27.99999998,23,0,38.00000005,23,41.99999997,0,0,0,9.999999966,34.99999998,6.999999996,13.00000003,34.99999998,0,7.999999953,0,16,2.000000013,0,0,11.00000002,0,0,0,9.000000009,481
173,LA,5/10/2017,befAb,405,1165,952,1108,47.99999999,74.00000004,42,1634.000001,154.0000001,332,119,15.99999995,72.00000005,0,43,223,34.00000003,7.999999975,76.00000003,85.00000001,123,1754,9.999999969,55.99999996,66.00000006,69.00000005,57.99999995,32.00000004,13.99999996,0,347,4.999999985,26.00000005,0,44,51.99999997,38.00000002,88,0,5.999999981,0,0,131,0,0,0,0,10.99999997,14.99999995,11.99999996,0,0,3.999999988,0,167,48.99999998,0,355,15.99999995,0,10.99999997,80.00000002,10.99999997,3.999999988,28.00000005,142,7.999999975,0,0,55.99999996,0,0,37.00000002,3.999999988,66.00000006,0,12.99999996,0,0,0,0,632.0000001,104.9999999,0,26.00000005,54.99999996,9.999999969,22.00000007,14.99999995,0,0,0,0,0,178,0,0,22.00000007,0,0,0,13.99999996,0,287.0000001,113.0000001,0,1316
174,LA,5/10/2017,befAb,2285,2496,1960,603.0000001,131,2866,320.9999999,137.9999999,183.9999999,156.0000001,752,839.0000001,270.9999999,0,99.99999992,223.0000001,173.0000001,389,268,78.00000003,64.99999992,2.000000064,208.0000001,194,201,78.99999996,11.00000004,87.99999994,29,352,17.00000003,5.000000057,14.00000004,84.99999995,46.00000003,73.9999999,48.0000001,2.000000064,186.9999999,87.99999994,148.9999999,183,227,78.99999996,104,32,40.99999998,136,43.00000004,72.00000005,8.000000051,8.99999998,72.00000005,29,397.0000001,55.00000002,354,5.999999987,153.0000001,9.999999909,0,14.99999997,26.99999994,0,49.00000003,11.99999997,29.99999993,0,124.0000001,51.00000009,14.00000004,8.000000051,26.00000001,14.00000004,0,179.0000001,0,0,70.99999991,2.999999993,0,125.9999999,49.00000003,48.0000001,19.00000009,76.9999999,0,37.00000005,8.000000051,98.00000006,6.999999916,0,0,0,0,0,0,0,12.9999999,17.99999996,57.00000008,19.00000009,0,0,0,20.99999995,1106
178,LA,5/10/2017,befAb,2145,2258.000001,5358,761.0000001,20.00000007,46.00000005,10.99999998,1690,321.9999999,20.00000007,113,96.99999996,16.99999989,3978.999999,8.000000029,106,16.00000006,76.00000005,6.999999969,415.9999999,144.9999999,5.99999991,46.99999989,231.9999999,125.0000001,146,16.00000006,0,36.99999997,0,84.00000008,6.999999969,112,8.000000029,0,0,199,17.99999995,165,0,38.00000002,0,107.0000001,0,13.0000001,46.00000005,0,2.999999955,95.9999999,47.99999995,65.00000007,4.000000014,0,0,27.00000004,10.99999998,0,40.99999998,0,0,327,148.0000001,47.99999995,21.99999997,77.00000011,23.00000003,15,0,0,0,0,0,4.000000014,0,9.999999924,0,0,0,0,150,0,0,69.99999992,0,20.00000007,64.00000001,83.00000002,0,0,0,0,0,0,68.00000002,0,0,0,0,30,0,21.99999997,66.99999996,0,280.0000001,31.99999989,19.00000001,1399
180,LA,5/10/2017,befAb,1627,4035.000001,2418.000001,471,125.9999999,296,179,1185,959,239.9999999,556.9999999,496,241.0000001,0,60.00000003,0,310.9999999,606,293,363,39.99999995,0,74.99999999,470,538.9999999,257,13.00000007,163.0000001,25.99999994,143,18.99999993,3.000000033,296.9999999,200,0,75.99999993,186.9999999,7.000000008,205.0000001,34.0000001,82,38.00000007,164.9999999,38.00000007,50.99999993,0,3.999999974,84.00000009,82.99999994,20.00000008,0,99.99999999,0,2.000000093,230.0000001,43.99999993,64.00000001,28.99999997,46.99999996,0,0,9.0000001,49.00000005,0,149,0,57.99999994,0,25.99999994,21.00000002,0,52.00000009,71.99999996,11.99999992,145.0000001,0,22.9999999,0,0,164.9999999,0,185,43.99999993,0,25.99999994,135,17.99999999,141.0000001,0,67.00000004,0,0,0,49.00000005,0,0,0,35.00000004,3.999999974,27.00000009,74.99999999,74.00000005,0,0,0,0,1203
27,ADLIB,12/10/2017,befAb,968.9999999,311,2166,2209,343.9999999,55.00000001,11.99999991,3395,1470,264,37.99999989,22.99999995,58.9999999,916.0000001,104,871.9999999,131,0,30.00000011,29.00000002,408,388.0000001,74.99999993,79.99999991,0,286.0000001,145.0000001,0,40.00000007,1.999999947,329,8.000000014,618.0000001,0,494,87.99999992,89.00000001,61.00000008,32.00000005,38.99999998,19.00000006,0,50.00000003,30.00000011,0,132.0000001,0,0,48.00000008,110,2236,25.99999999,0,0,16.00000003,48.00000008,0,124.0000001,30.99999997,0,661,9.99999996,69.99999995,0,59.99999999,30.00000011,0,79.00000005,0,0,29.00000002,1.999999947,6.000000067,9.99999996,0,0,50.99999989,22.00000009,22.99999995,3.000000034,0,0,14.00000008,0,43.99999996,48.00000008,51.99999998,19.99999992,98.00000011,0,0,0,265.9999999,0,0,278.9999999,1.999999947,50.00000003,0,0,233.9999999,141,0,0,48.99999994,40.00000007,907
33,ADLIB,12/10/2017,befAb,255,342,393.9999999,601.0000001,2175,36.00000007,108.9999999,1987.999999,1034,1485,36.00000007,6.999999966,168,71.99999997,298.9999999,1649,3.999999933,0,206.0000001,55,98.99999993,107,0,50,43.00000003,100,533.9999999,0,18.00000003,6.000000067,395,8.000000034,276.0000001,5,220,115,91.99999996,201.0000001,25,163,23.00000003,0,53.00000003,58.99999993,0,122,0,0,21.99999997,18.00000003,6.000000067,15,0,18.00000003,0,58.00000003,0,35,56.99999997,0,183,155,58.00000003,0,16.00000007,80,0,172,0,0,103,0,0,103,0,0,85,18.00000003,40,0,0,0,0,0,18.00000003,195,55,0,21.99999997,0,0,0,85,38.00000003,0,173.9999999,0,46.00000007,0,0,33.00000003,0,0,0,160,0,1157
182,ADLIB,12/10/2017,befAb,19.99999997,189,1508,71,5.000000016,10.00000003,0,1177,702,0,0,0,0,4008,0,0,0,0,0,0,0,0,87.99999998,49.00000001,0,87.00000001,104,0,8.000000007,0,0,0,213,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,33.99999996,13.00000002,16.99999998,0,19.99999997,0,0,0,0,5.000000016,0,0,0,0,0,0,0,0,0,0,0,11,0,13.00000002,0,0,0,0,0,0,0,8.999999972,49.99999997,0,0,0,0,0,56.00000005,0,0,0,30.99999997,766
185,ADLIB,12/10/2017,befAb,2827.999999,1690,3519,2066,962,123.9999999,65.99999991,798,336.0000001,926.9999999,45.99999987,55.99999989,188,1649,623,889,1141,0,445,336.0000001,220.9999999,276,152.0000001,61.99999995,913,113.9999999,74.00000008,0,37.99999996,11.00000007,147.9999999,6.000000063,113.9999999,50.00000009,32.99999995,123.0000001,97.00000002,154,34.00000001,152.9999999,49.00000004,0,32.99999995,79.99999988,26.99999989,58,0,12.99999992,70.99999992,239.9999999,607.9999999,46.99999993,2.000000108,50.99999988,311.9999999,12.00000013,0,59.00000005,176.0000001,0,114.9999999,70.99999992,335.0000001,0,22.99999994,171.9999999,21.99999988,186.9999999,0,13.99999997,50.00000009,0,13.99999997,71.99999997,31.9999999,0,58,31.9999999,74.00000008,30.00000005,0,5.000000009,0,0,26.99999989,16.00000008,47.99999998,37.99999996,27.99999995,0,0,0,280,132.0000001,0,45.99999987,2.9999999,27.99999995,6.000000063,0,18.99999998,36.00000012,0,0,10.00000002,81.99999999,819.0000001
195,ADLIB,12/10/2017,befAb,391,466,131,1004,677,51.99999995,111,192,365,688,124.9999999,45.99999998,554,0,261,936,213,14.99999994,229,58.99999997,146,64.99999994,0,18.99999997,32.99999999,57.00000001,1636,38.00000005,11.00000004,0,325,1.999999953,58.99999997,11.99999995,61.00000004,84.00000003,0,50,54.99999994,67.00000001,31.00000004,14.00000002,31.99999995,12.99999999,0,47.00000001,0,0,12.99999999,14.00000002,0,41.00000004,74.99999994,124.9999999,0,24.99999994,0,20,28.00000005,0,0,27.00000001,48.99999997,0,11.00000004,51.00000004,8.000000047,143,0,0,35.99999998,0,1.999999953,58.99999997,0,0,15.99999998,0,61.99999996,0,0,0,20,7.000000012,44.00000002,34.99999994,61.99999996,35.99999998,38.00000005,0,31.00000004,4.999999942,0,0,0,68.00000005,0,14.00000002,8.000000047,17.00000001,14.00000002,0,0,0,68.99999997,0,1078
199,ADLIB,12/10/2017,befAb,1026,1295,1610,1566,1099,107,60,64.00000002,236,350,173.0000001,109.0000001,561,37.99999996,798,369,386,22.00000004,143,92.99999997,143,609.9999999,110,69,59.00000003,37.99999996,821,185,12.00000006,15.99999992,655.9999999,7.000000076,7.000000076,54.00000004,87.00000002,67.00000007,46.99999997,55.00000001,35.00000006,90.00000007,14.99999996,0,18.99999998,51.99999995,17.00000005,83.99999996,14.99999996,30.00000008,27.00000002,38.99999993,0,61.99999993,4.999999986,23.99999997,49.00000006,0,9.000000007,64.00000002,54.00000004,0,36.00000003,138,133,0,28.99999995,38.99999993,4.999999986,153.9999999,0,0,9.000000007,0,0,32.99999997,18.00000001,0,46.99999997,0,41.00000002,8.000000042,36.99999999,0,0,0,51.99999995,0,83,23,0,0,13.99999999,14.99999996,13.99999999,0,0,36.99999999,0,17.00000005,4.000000021,0,0,18.99999998,0,27.99999999,199.9999999,32.00000001,779
202,ADLIB,12/10/2017,befAb,913,1798,464,946,8.000000031,41.00000006,133,202,580,118,83.00000001,350,123.9999999,406,335,246,116,57,139,364,219.0000001,41.99999995,120,173,0,122,489,66.00000005,17.99999998,98.99999995,120,0,51,103,73.99999996,99.99999997,14.00000002,9.00000005,11.99999999,22.99999995,54.99999996,14.00000002,284,16.99999996,16.99999996,93.99999998,0,40.00000004,21.00000004,78.00000003,0,22.99999995,13.00000001,64.00000001,20.00000002,9.00000005,89,59.00000004,9.999999949,0,4.999999974,0,120,0,15.99999994,58.00000002,9.00000005,0,30.99999999,196,36.99999998,0,38,4.999999974,79.99999995,0,27.00000003,0,0,0,109,9.999999949,64.00000001,32,29.99999997,0,22.00000006,22.00000006,9.999999949,13.00000001,0,0,24.99999999,0,7.000000012,47.00000005,0,0,2.000000038,0,0,22.99999995,7.000000012,41.99999995,13.00000001,0,758.9999999
210,ADLIB,12/10/2017,befAb,676,588.9999999,1342,572,269.0000001,97.99999998,496,579.9999999,569,1119,179.9999999,54.99999998,159,2001.000001,456.9999999,468,62.00000003,0,175,213,110,453.0000001,72.99999996,57.99999998,29.00000007,104,94.99999998,13.99999993,17.99999998,5.999999992,397,16.00000003,204.0000001,28.00000002,203,81.99999995,172,35.99999995,109.0000001,113,57.99999998,4.99999994,147,78.00000006,28.00000002,59.99999992,0,23.99999997,22.00000002,40,274,99.00000003,26.99999997,23.99999997,0,81.00000005,0,48.99999999,22.00000002,0,164.0000001,13.99999993,72.00000007,0,20.99999997,10.00000004,10.99999993,0,0,22.00000002,19.00000003,0,16.99999992,47.00000005,147,0,26.99999997,0,62.00000003,0,0,0,56.00000003,0,23.99999997,124.0000001,38.00000006,32.99999996,44.00000005,0,0,0,19.00000003,4.99999994,0,114,0,32.99999996,4.000000048,0,23.99999997,10.99999993,0,0,0,29.99999996,1286
